PROJECT PATH,PROJECT NAME, ASSEMBLY DEPENDENCIES, PROJECT DEPENDENCIES
D:\projects\Relativity\Git Clone\ASPNET-WebAPI-Sample\SampleWebApi,SampleWebApi.csproj,,
